Market Name,Store Name,Bin Location,Provider,Description,Part Number,Store Part ID,Part ID,UPC,Parts Quantity,Most Recent Cost,Weighted Average Cost,Last Ordered Date,Last Used Date,Days Since Last Interaction,Total Cost
"Odessa, TX - Tooling Solutions","Odessa, TX - Tooling Solutions",,MICHIGAN PNEUMATIC,Chisel 12in RDOC Moil Point,315,1177718,62470,,250,$9.95,$9.79,2024-12-27,,21,"$2,446.25"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",M1/03,NORTON,"1""X1""X1/4"" SHANK FLAP WHEELS P80 MINI-WHEELS R207",63642502581,683373,3556779,,250,$2.78,$2.78,2023-10-10,,465,$695.00
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",H2/05,TECHNIWELD,E6010 1/8 DIAMETER ELECTRODE 10LB TUBE VACUUM PACKAGED,6010I12510V,748950,3749621,,250,$2.02,$2.02,2023-12-13,,401,$505.00
"Odessa, TX - Tooling Solutions","Odessa, TX - Tooling Solutions",,MICHIGAN PNEUMATIC,"Chisel 12"" Flat ( Chipping Hammer )",303-12,1177709,62468,,250,$9.95,$9.85,2024-12-27,,21,"$2,462.50"
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",A/01/A/01,EAGLE TAPTEK,12 LG 14 TPI UL BI-METAL HACKSAW BLADE,HS100-12-1214-UL-D,1007013,4167847,,250,$0.70,$0.70,2024-08-12,,158,$175.00
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",G1/04,DIABLO TOOLS,6 in. Demo Demon Carbide General Purpose Recip,DS0609CGP,610116,2054400,008925138648,250,$5.41,$5.41,2023-09-29,2024-12-24,24,"$1,352.50"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/F/04,TECHNIWELD,E7018 H4 1/8 DIAMETER ELECTRODE 10LB TUBE,7018I12510V,625338,3745903,843088136359,250,$1.46,$1.46,2023-08-01,,535,$365.00
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,TECHNIWELD,E6010 1/8 DIAMETER ELECTRODE 50LB Box no vaccum seal,6010I12550,916244,3749619,,250,$1.67,$1.67,2024-05-09,,253,$417.50
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C3.06.02,TECHNIWELD,E6010 1/8 DIAMETER ELECTRODE 10LB TUBE VACUUM PACKAGED,6010I12510V,911538,3749621,,250,$1.87,$1.87,2024-05-06,,256,$467.50
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C1.09.02,3M,RESPIRATOR 3M 2097 PARTICULATE FILTER 2/PK,2097,952374,1906256,051131071841,250,$8.80,$8.80,2024-06-17,,214,"$2,200.00"
Baltimore MD - Tooling Solutions,"Baltimore, MD - Tooling Solutions",3E2,PYRAMEX,"3XL, Hi-vis self-extinguishing lightweight polyester mesh W/ 2'' silver reflective material | Zipper front closure | Chest pocket with hook and loop closure |Deep and wide inside pocket | 2 pockets: 1 outer, 1 inner",RVZ21SE - 3XL,999785,5223122,,250,$3.25,$3.25,2024-08-05,,165,$812.50
Baltimore MD - Tooling Solutions,"Baltimore, MD - Tooling Solutions",3C3,PYRAMEX,"SMALL, Hi-vis self-extinguishing lightweight polyester mesh W/ 2'' silver reflective material | Zipper front closure | Chest pocket with hook and loop closure |Deep and wide inside pocket | 2 pockets: 1 outer, 1 inner",RVZ21SE - S,999780,5223115,,250,$3.25,$3.25,2024-11-04,,74,$812.50
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",E/5/4,PYRAMEX,RVZ21 SERIES VEST HI-VIZ LIME M,RVZ2110M,1116657,5869078,,250,$3.50,$3.50,2024-12-12,2024-12-13,35,$875.00
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",05-07-04-03C,TECHNIWELD,E7018 1/8 DIAMETER 50 LB CAN,7018I125,849113,3749616,,250,$2.02,$2.02,2024-03-08,,315,$505.00
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,3M,RESPIRATOR 3M 2097 PARTICULATE FILTER 2/PK,2097,942365,1906256,051131071841,250,$8.80,$8.80,2024-06-06,,225,"$2,200.00"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",3/B/5 / 3/C/5,PYRAMEX,Disposable Uncorded Earplugs,DP1000,947732,2060551,18149920043243,250,$13.75,$13.75,2024-06-12,,219,"$3,437.50"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions","E/5/4, E/5/5",PYRAMEX,RVZ21 SERIES VEST HI-VIZ LIME XL,RVZ2110XL,1116659,4131513,,250,$3.50,$3.50,2025-01-13,2025-01-15,2,$875.00
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions","E/5/4 , E/5/5",PYRAMEX,RVZ21 SERIES VEST HI-VIZ LIME 2XL,RVZ21102XL,1116660,4131512,,250,$3.50,$3.50,2024-11-22,,56,$875.00
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,SQWINCHER,"Qwik Stik® ZERO Sugar, 0.11 oz, Pack, Yields 20 oz, Fruit Punch 10 Pack",159060160,963735,3750503,075880414117,250,$4.02,$4.02,2024-06-28,2024-12-11,37,"$1,006.00"
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 1 - ROW B - BIN 1,STORMWHISTLE,"ORANGE STORM WHISTL, BULK, NO LANYARD",STRMWHISTL-OR,801706,2250064,,250,$3.39,$3.39,2024-02-14,,338,$847.50
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,TECHNIWELD,"E7018 3/32, 50 LB CANS",7018I093,974968,3749617,,250,$1.92,$1.92,2024-07-11,,190,$480.00
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,METABO,"WHEEL CUTTING 6"" X .040 X 7/8"" A60TZ T1",655339000,608921,781708,662911302361,250,$1.27,$1.27,2023-11-27,2024-12-24,24,$317.50
"Chicago, IL - Tooling Solutions","SW Chicago, IL - Tooling Solutions",D1-3,MICHIGAN PNEUMATIC,"GASKET, UNIVERSAL",AWR-4,403657,133216,,250,$0.40,$0.41,2024-08-28,,142,$102.50
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",C/03/D/03,NORTON,7 IN. BLAZEX F970 FIBER LOCKING DISC SPEED-CHANGE 36 GRIT CA,69957370213,978438,4168542,,250,$3.21,$3.21,2024-08-07,2024-07-31,170,$802.50
Baltimore MD - Tooling Solutions,"Baltimore, MD - Tooling Solutions",6C3,PYRAMEX,Disposable Uncorded Earplugs,DP1000,999762,2060551,18149920043243,250,$13.75,$13.75,2024-08-05,,165,"$3,437.50"
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,TECHNIWELD,E7018 1/8 DIAMETER 50 LB CAN,7018I125,974969,3749616,,250,$1.87,$1.87,2024-07-11,,190,$467.50
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 1 - ROW C - BIN 2,DIABLO TOOLS,6 in. Demo Demon Carbide General Purpose Recip,DS0609CGP,785946,2054400,008925138648,250,$5.41,$5.41,2024-01-29,,354,"$1,352.50"
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,GENERAL WORK PRODUCTS,"LUE DISPOSABLE COVERALLS, HOOD AND BOOT - EACH",PPCB1641-4XL-EACH,963877,3975684,,250,$1.92,$1.92,2024-06-28,,203,$480.00
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C4.05.02,PYRAMEX,Disposable Uncorded Earplugs,DP1000,885847,2060551,18149920043243,250,$14.00,$14.00,2024-04-11,,281,"$3,500.00"
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",2/F/4,BULK - POWER CABLE 4/0,CABLE 4/0 POWER CABLE 1',500-1125,1002458,3548885,,250,$2.78,$2.78,2024-08-07,2024-08-09,161,$695.03
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 1 - ROW C - BIN 2,DIABLO TOOLS,12 in. Demo Demon Carbide General Purpose Recip,DS1209CGP,791895,2056787,008925138686,250,$9.62,$9.62,2024-12-23,2024-08-26,144,"$2,405.00"
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",I 4 5,PYRAMEX,"MED, Hi-vis self-extinguishing lightweight polyester mesh W/ 2'' silver reflective material | Zipper front closure | Chest pocket with hook and loop closure |Deep and wide inside pocket | 2 pockets: 1 outer, 1 inner",RVZ21SE - M,996398,5223117,,250,$3.25,$3.25,2024-07-31,,170,$812.50
"Detroit, MI - Tooling Solutions","Detroit, MI - Tooling Solutions",Rack 1-A,BN PRODUCTS-USA LLC,21 Gauge Steel Rebar Tie Wire on Spools (50),BNT-40-WIRE,875931,654887,,250,$2.98,$2.98,2024-04-03,,289,$745.00
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",A/05/A/02,BIG CITY MANUFACTURING,"YELLOW SCAFFOLD TAG 3"" X 8""",SCAFFTAG-YELLOW,946131,4163199,,250,$2.50,$2.50,2024-06-18,2024-07-31,170,$625.00
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",SHOWROOM 2/TC-EE2,TECHNIWELD,"E7018 3/32, 50 LB CANS",7018I093,925131,3749617,,250,$1.92,$1.92,2024-05-20,,242,$480.00
Baltimore MD - Tooling Solutions,"Baltimore, MD - Tooling Solutions",3C3,PYRAMEX,"MED, Hi-vis self-extinguishing lightweight polyester mesh W/ 2'' silver reflective material | Zipper front closure | Chest pocket with hook and loop closure |Deep and wide inside pocket | 2 pockets: 1 outer, 1 inner",RVZ21SE - M,999781,5223117,,250,$3.25,$3.25,2024-08-05,,165,$812.50
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",E/5/4 E/5/5,PYRAMEX,RVZ21 SERIES VEST HI-VIZ LIME L,RVZ2110L,1116658,4162719,,250,$3.50,$3.50,2024-12-12,2024-12-13,35,$875.00
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 1 - ROW C - BIN 2,DIABLO TOOLS,9 in. Demo Demon Carbide General Purpose Recip,DS0909CGP,785947,2056755,008925138662,250,$7.22,$7.22,2024-01-29,,354,"$1,805.00"
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,TECHNIWELD,E7018 H4 1/8 DIAMETER ELECTRODE 10LB TUBE,7018I12510V,916246,3745903,843088136359,250,$1.36,$1.36,2024-05-09,,253,$340.00
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",H2/05,TECHNIWELD,"E7018 3/32, 50 LB CANS",7018I093,685481,3749617,,250,$2.07,$2.07,2023-10-11,,464,$517.50
Baltimore MD - Tooling Solutions,"Baltimore, MD - Tooling Solutions",3E2,PYRAMEX,"2XL, Hi-vis self-extinguishing lightweight polyester mesh W/ 2'' silver reflective material | Zipper front closure | Chest pocket with hook and loop closure |Deep and wide inside pocket | 2 pockets: 1 outer, 1 inner",RVZ21SE - XXL,999784,5223121,,250,$3.25,$3.25,2024-08-05,,165,$812.50
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",C1/E/12,PROFAX,.052 MIG Contact Welding Tips,14-52,419605,2039052,,249,$0.39,$0.39,2022-10-18,2024-12-30,18,$97.11
"Corpus Christi, TX - Tooling Solutions","Corpus Christi, TX - Tooling Solutions",G104,DEWALT,"7"" X .045 X 7/8"" CUTOFF WHEEL GRINDING",DW8065,999351,4164534,,249,$1.86,$1.86,2024-08-04,,166,$462.57
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",02/A/07,NORTON,1-1/2 X 3 T16 Metal Cone,66253349757,443089,2039243,,249,$4.05,$4.05,2024-09-04,2024-09-13,126,"$1,007.95"
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-S10,PYRAMEX,DISPOSABLE CORDED EARPLUGS,DP1001,898709,2038764,18149920043311,247,$13.75,$13.75,2024-04-24,2024-06-11,220,"$3,396.25"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/A/01 - middle pallet,GENERAL WORK PRODUCTS,"GOGGLES, GRAY STEALTH",SG363GGREY,898803,3549129,70082900100041,246,$4.50,$4.50,2024-07-03,2024-12-30,18,"$1,107.00"
"Chicago, IL - Tooling Solutions","SW Chicago, IL - Tooling Solutions",D3-4,LINCOLN ELECTRIC,"COPPER PLUS CONTACT TIP-350A, TAPERED, .045 IN",KP2744-045T-B100,504441,3425790,,246,$0.87,$0.87,2024-12-11,2024-12-21,27,$214.02
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",6/B/5,PIP,GLOVE SAFETY R2 RIGGER GLOVE W/ HOOK LOOP XXLARGE,87810-XXL,681621,3835526,,246,$4.75,$4.75,2023-10-26,2024-08-23,147,"$1,168.50"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",08-12-04-02C,PYRAMEX,Disposable Uncorded Earplugs,DP1000,716547,2060551,18149920043243,246,$13.77,$13.77,2023-11-15,2024-08-30,140,"$3,387.42"
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/D/03,IRONWEAR,Red polyester mesh fabric with black polyester binding,1218-R,691552,3872385,,246,$2.40,$2.40,2024-12-14,2024-04-22,270,$590.40
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",3/C/3 / 3/C/4,PYRAMEX,DISPOSABLE CORDED EARPLUGS,DP1001,947733,2038764,18149920043311,246,$13.75,$13.75,2024-06-12,2024-10-31,78,"$3,382.50"
"Mobile, AL - Tooling Solutions","Mobile, AL - Tooling Solutions",,BULK - POWER ACCESSORY,CABLE 6/0 POWER CABLE 1',500-1360,506206,3548887,,245,$5.19,$3.48,2023-08-23,2023-10-06,469,$852.60
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",C/03/C/04 - C/03/D/02,NORTON,"Wire Wheel Brush: 4 1/2 in Brush Dia., 5/8""-11 Arbor Hole, 0.02 in Wire Dia., Carbon Steel",66252839111,569887,2038766,662528391116,245,$3.08,$3.08,2024-08-31,2025-01-03,14,$754.60
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-Z7-AA1,GENERAL WORK PRODUCTS,6' X 8' BLUE POLY TARP 50/PER CASE S319D,PT6X8,1094715,2252868,,244,$1.36,$1.36,2024-11-25,,53,$331.84
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/A/04,3M,RESPIRATOR EASICARE DUAL CARTRIDGE MEDIUM,6200,388899,1906255,051131070257,242,$10.42,$14.29,2022-08-26,2024-08-30,140,"$3,458.18"
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",2/A/2,MILWAUKEE TOOL,Jig Saw Bl Hcs 10T 4L 5Pk,48-42-0640,683316,3836028,45242137008,241,$0.59,$0.59,2023-10-18,,457,$142.19
"Cincinnati, OH - Tooling Solutions","Cincinnati, OH - Tooling Solutions",PR/D/1,MICHIGAN PNEUMATIC,WHIP CHECK 1/2-1-1/4 FOR AIR HOSE,SLC1,569989,43008,,241,$3.95,$3.95,2023-05-19,2024-11-20,58,$951.95
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",04/A/04,3M,HALF FACEPIECE RESPIRATOR 6000 SERIES LARGE,6300,337157,699322,051131070264,241,$10.89,$11.65,2022-08-26,2024-12-30,18,"$2,807.65"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",08-09-02-04C,PYRAMEX,Pyramex Safety-Sandy Latex 10g w Fleece Liner - L,GL504L,987709,3999688,,240,$2.88,$2.88,2024-07-24,,177,$691.20
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",D WALL,CHAMPION,-20F Windshield Washer & De-icer Fluid,CH820,1139970,5934480,,240,$1.79,$1.79,2024-12-27,2025-01-02,15,$429.60
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C2.03.02,EAGLE TAPTEK,MED LINE RED PAINT MARKER 2.3MM,PM16-01116 RED,914833,2249760,842006011167,240,$1.77,$1.77,2024-05-08,,254,$424.80
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",07-09-02-03C,3M,HALF FACEPIECE RESPIRATOR 6000 SERIES SMALL,6100,831142,699321,051131070240,240,$14.11,$14.96,2024-02-20,,332,"$3,590.40"
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-EE6,EAGLE TAPTEK,MED LINE YELLOW PAINT MARKER,PM16-01416 YEL,929351,2060525,842006014168,240,$1.77,$1.77,2024-05-23,,239,$424.80
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,3M,RESPIRATOR EASICARE DUAL CARTRIDGE MEDIUM,6200,942364,1906255,051131070257,240,$12.76,$12.76,2024-06-06,,225,"$3,061.44"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",,GENERAL WORK PRODUCTS,HPPE and Fiberglass Core Glove Large A4,G-4590L,902443,1906349,,240,$2.50,$2.50,2024-06-20,2024-05-15,247,$600.00
"Houston, TX - Tooling Solutions","Houston, TX - Tooling Solutions",03/A/03,IRONWEAR,"Addison, Fits over glasses, Vented glasses",3800,476377,2258290,,240,$0.90,$0.90,2023-01-19,2023-09-18,487,$216.00
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C3.03.01,NORTON,6 X 9 Hand Pad Maroon,66261074700,887716,2057499,,240,$0.98,$0.98,2024-04-12,,280,$235.20
"Denver, CO - Tooling Solutions","Denver, CO - Tooling Solutions",,EAGLE TAPTEK,MED LINE BLACK PAINT MARKER 2.3MM,PM16-00116 BLK,1023275,2249762,842006001168,240,$1.77,$1.77,2024-08-27,,143,$424.80
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",06-12-04-02C,NORTON,6 X 9 Hand Pad Maroon,66261074700,834180,2057499,,240,$0.94,$0.94,2024-04-02,,290,$225.60
Baltimore MD - Tooling Solutions,"Baltimore, MD - Tooling Solutions",4D3,PYRAMEX,DISPOSABLE CORDED EARPLUGS,DP1001,999761,2038764,18149920043311,240,$13.75,$13.75,2024-08-05,,165,"$3,300.00"
"Denver, CO - Tooling Solutions","Denver, CO - Tooling Solutions",,EAGLE TAPTEK,MED LINE YELLOW PAINT MARKER,PM16-01416 YEL,1023272,2060525,842006014168,240,$1.77,$1.77,2024-08-27,,143,$424.80
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",08-12-04-01C,PYRAMEX,DISPOSABLE CORDED EARPLUGS,DP1001,710416,2038764,18149920043311,240,$13.77,$13.77,2024-08-31,2024-08-08,162,"$3,304.80"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",06-04-02-01C,GENERAL WORK PRODUCTS,"2"" MASKING TAPE #506 4.8M - EACH",T2MT2 - EACH,944738,3694221,,240,$2.29,$2.29,2024-06-10,,221,$549.60
"Huntsville, AL - Tooling Solutions","Huntsville, AL - Tooling Solutions",1/C/1,GENERAL WORK PRODUCTS,HPPE and Fiberglass Core Glove XL A4,G-4590XL,968558,1906351,,240,$2.50,$2.50,2024-07-03,,198,$600.00
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",I/4/4,GENERAL WORK PRODUCTS,HPPE and Fiberglass Core Glove Medium A4,G-4590M,934103,1906350,,240,$2.50,$2.50,2024-05-29,,233,$600.00
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",07-09-02-02C,3M,RESPIRATOR EASICARE DUAL CARTRIDGE MEDIUM,6200,831143,1906255,051131070257,240,$14.11,$14.96,2024-02-20,,332,"$3,590.40"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",14-01-04-11C,EAGLE TAPTEK,MED LINE SILVER PAINT MARKER 2.3MM,PM16-01216 SILV,799604,2249763,,240,$1.77,$1.77,2024-02-12,,340,$424.80
"Chicago, IL - Tooling Solutions","SW Chicago, IL - Tooling Solutions",A2-1  and  A2-3,TECHNIWELD,"Hot Mill glove, heavy weight, triple-ply cotton palm, cotton fingers, knuckle strap, band top cuff. Color: Natural. Size: L.",PI28BTPL,881087,4120702,,240,$1.58,$1.58,2024-12-21,,27,$379.20
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-EE6,EAGLE TAPTEK,MED LINE BLUE PAINT MARKER 2.3MM,PM16-00216 BLU,929353,2249761,842006002165,240,$1.77,$1.77,2024-05-23,,239,$424.80
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C2.03.02,EAGLE TAPTEK,MED LINE YELLOW PAINT MARKER,PM16-01416 YEL,914832,2060525,842006014168,240,$1.77,$1.77,2024-05-08,,254,$424.80
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C2.03.02,EAGLE TAPTEK,MED LINE SILVER PAINT MARKER 2.3MM,PM16-01216 SILV,914837,2249763,,240,$1.77,$1.77,2024-05-08,,254,$424.80
"Baton Rouge, LA - Tooling Solutions","Baton Rouge, LA - Tooling Solutions",AISLE 5 - ROW A - BIN 2,GENERAL WORK PRODUCTS,"2""X 60YD 7M SILVER DUCT TAPE - SINGLE ROLL",T2DT307 - SINGLE ROLL,803741,3695740,742366010933,240,$2.65,$2.65,2024-02-16,,336,$636.00
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,EAGLE TAPTEK,MED LINE BLUE PAINT MARKER 2.3MM,PM16-00216 BLU,978839,2249761,842006002165,240,$1.77,$1.77,2024-07-16,,185,$424.80
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",,GENERAL WORK PRODUCTS,"GOGGLES, CLEAR ANTI SCRTCH/FOG",SG363GCLEAR,1061092,2053503,70082900100027,240,$4.50,$4.50,2024-09-09,,130,"$1,080.00"
"Atlanta, GA - Tooling Solutions","Atlanta, GA - Tooling Solutions",C4/01 & C4/02,3M,HALF FACEPIECE RESPIRATOR 6000 SERIES SMALL,6100,683775,699321,051131070240,240,$14.11,$11.67,2023-10-10,,465,"$2,800.80"
"Denver, CO - Tooling Solutions","Denver, CO - Tooling Solutions",SHOWROOM,EAGLE TAPTEK,MED LINE BLUE PAINT MARKER 2.3MM,PM16-00216 BLU,998881,2249761,842006002165,240,$1.77,$1.77,2024-08-27,,143,$424.80
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,3M,HALF FACEPIECE RESPIRATOR 6000 SERIES LARGE,6300,942363,699322,051131070264,240,$12.76,$12.76,2024-06-06,,225,"$3,061.44"
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,EAGLE TAPTEK,MED LINE BLACK PAINT MARKER 2.3MM,PM16-00116 BLK,978838,2249762,842006001168,240,$1.77,$1.77,2024-07-16,,185,$424.80
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",D/1/2,IRONWEAR,"12 INCH PVC, BLACK, XL",4000-04-XL,1018210,699049,,240,$1.74,$1.74,2024-08-22,,148,$417.60
"El Dorado, AR - Tooling Solutions","El Dorado, AR - Tooling Solutions",ShowRoom Floor BA03C/ Mis/B/Sec 3 AA02A,NORTON,"DISC    4-1/2""X1/4""X5/8""-11 T27",66252843605,394923,781558,662528436053,240,$1.95,$1.94,2024-11-13,2024-04-30,262,$464.40
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,GENERAL WORK PRODUCTS,ROLL 3/4 ORANGE ELEC. TAPE ORANGE,T3/4EO,1004776,2253169,700829153207,240,$0.70,$0.70,2024-10-20,,89,$168.00
"Port Arthur, TX - Tooling Solutions","Port Arthur, TX - Tooling Solutions",D/01/A/01 - D/01/B/02,GENERAL WORK PRODUCTS,EA L LIME MESH REFLCTV VEST CL2,SVL2184FRL,508233,2254874,700829100225,240,$3.25,$4.13,2024-08-31,2024-12-27,21,$991.20
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-EE6,EAGLE TAPTEK,MED LINE RED PAINT MARKER 2.3MM,PM16-01116 RED,929352,2249760,842006011167,240,$1.77,$1.77,2024-05-23,,239,$424.80
"Olive Branch, MS - Tooling Solutions","Olive Branch, MS - Tooling Solutions",,IRONWEAR,"HIGH VIS, Buffalo grain leather, Elastic wrist",4189-OFTP-XL,755668,2250357,,240,$2.61,$2.61,2023-12-21,,393,$626.40
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",I/4/1,GENERAL WORK PRODUCTS,"2XL, EACH - GLOVE, IMPACT, LEATHER, A6, P5, AB4, IMPACT 2 100% Buffalo Leather / ThermoplasticRubber (TPR) / Para-Aramid Lining",G9065-2XL-EACH,934080,4131099,,240,$8.00,$8.00,2024-05-29,,233,"$1,920.00"
"Lakeland, FL - Tooling Solutions","Lakeland, FL - Tooling Solutions",TC-EE6,EAGLE TAPTEK,MED LINE SILVER PAINT MARKER 2.3MM,PM16-01216 SILV,908521,2249763,,240,$1.77,$1.77,2024-06-06,,225,$424.80
"Denver, CO - Tooling Solutions","Denver, CO - Tooling Solutions",,EAGLE TAPTEK,MED LINE SILVER PAINT MARKER 2.3MM,PM16-01216 SILV,1023276,2249763,,240,$1.77,$1.77,2024-08-27,,143,$424.80
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",I/3/3,GENERAL WORK PRODUCTS,"MED EACH - GLOVE, IMPACT, LEATHER, A6, P5, AB4, IMPACT 2 100% Buffalo Leather / ThermoplasticRubber (TPR) / Para-Aramid Lining",G9065-M-EACH,934077,4131096,,240,$8.00,$8.00,2024-05-29,,233,"$1,920.00"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",gloves/1/1,IRONWEAR,"HIGH VIS, Buffalo grain leather, Elastic wrist",4189-OFTP-LARGE,752994,1908066,,240,$2.61,$2.61,2024-08-27,2024-03-29,294,$626.40
"St. Louis, MO - Tooling Solutions","St. Louis, MO - Tooling Solutions",I/4/4,GENERAL WORK PRODUCTS,HPPE and Fiberglass Core Glove Large A4,G-4590L,934102,1906349,,240,$2.50,$2.50,2024-05-29,,233,$600.00
"Long Beach, CA - Tooling Solutions","Long Beach, CA - Tooling Solutions",C5.02.02,SOUTHWIRE,2FT IN LINE GFCI 15AMP 120VOLT,S2602008-6,874945,77311,024098902145,240,$22.98,$22.98,2024-04-02,,290,"$5,515.20"
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",05-07-04-01C,TECHNIWELD,E7018 H4 1/8 DIAMETER ELECTRODE 10LB TUBE,7018I12510V,849114,3745903,843088136359,240,$1.46,$1.46,2024-03-08,2024-12-24,24,$350.40
"Portland, OR - Tooling Solutions","Portland, OR - Tooling Solutions",,3M,HALF FACEPIECE RESPIRATOR 6000 SERIES SMALL,6100,942362,699321,051131070240,240,$12.76,$12.76,2024-06-06,,225,"$3,061.44"
"Tulsa, OK - Tooling Solutions","Tulsa, OK - Tooling Solutions",,GENERAL WORK PRODUCTS,HPPE and Fiberglass Core Glove Medium A4,G-4590M,902442,1906350,,240,$2.50,$2.50,2024-06-20,2024-05-15,247,$600.00
"Phoenix, AZ - Tooling Solutions","Phoenix, AZ - Tooling Solutions",06-11-03-02C,NORTON,"3""X1""X1/4"" SHANK FLAP WHEELS P120 MINI-WHEELS R207",63642502622,848093,3556793,,240,$5.55,$5.55,2024-03-20,2024-08-30,140,"$1,332.00"
